date,region,Government response index,Containment and health index,Stringency index,Economic support index
01/07,Ontario,0,0,0,0
01/08,Ontario,0,0,0,0
01/09,Ontario,0,0,0,0
01/10,Ontario,0,0,0,0
01/11,Ontario,0,0,0,0
01/12,Ontario,0,0,0,0
01/13,Ontario,0,0,0,0
01/14,Ontario,0,0,0,0
01/15,Ontario,0,0,0,0
01/16,Ontario,0,0,0,0
01/17,Ontario,0,0,0,0
01/18,Ontario,0,0,0,0
01/19,Ontario,0,0,0,0
01/20,Ontario,0,0,0,0
01/21,Ontario,0,0,0,0
01/22,Ontario,0,0,0,0
01/23,Ontario,0,0,0,0
01/24,Ontario,1,2,2,0
01/25,Ontario,1,2,2,0
01/26,Ontario,3,4,5,0
01/27,Ontario,3,4,5,0
01/28,Ontario,3,4,5,0
01/29,Ontario,3,4,5,0
01/30,Ontario,3,4,5,0
01/31,Ontario,3,4,5,0
02/01,Ontario,3,4,5,0
02/02,Ontario,3,4,5,0
02/03,Ontario,3,4,5,0
02/04,Ontario,3,4,5,0
02/05,Ontario,3,4,5,0
02/06,Ontario,3,4,5,0
02/07,Ontario,3,4,5,0
02/08,Ontario,3,4,5,0
02/09,Ontario,3,4,5,0
02/10,Ontario,3,4,5,0
02/11,Ontario,3,4,5,0
02/12,Ontario,3,4,5,0
02/13,Ontario,3,4,5,0
02/14,Ontario,3,4,5,0
02/15,Ontario,3,4,5,0
02/16,Ontario,3,4,5,0
02/17,Ontario,3,4,5,0
02/18,Ontario,3,4,5,0
02/19,Ontario,3,4,5,0
02/20,Ontario,3,4,5,0
02/21,Ontario,3,4,5,0
02/22,Ontario,3,4,5,0
02/23,Ontario,3,4,5,0
02/24,Ontario,3,4,5,0
02/25,Ontario,3,4,5,0
02/26,Ontario,3,4,5,0
02/27,Ontario,3,4,5,0
02/28,Ontario,3,4,5,0
02/29,Ontario,3,4,5,0
03/01,Ontario,3,4,5,0
03/02,Ontario,3,4,5,0
03/03,Ontario,3,4,5,0
03/04,Ontario,3,4,5,0
03/05,Ontario,3,4,5,0
03/06,Ontario,3,4,5,0
03/07,Ontario,3,4,5,0
03/08,Ontario,3,4,5,0
03/09,Ontario,3,4,5,0
03/10,Ontario,3,4,5,0
03/11,Ontario,5,6,8,0
03/12,Ontario,15,18,11,0
03/13,Ontario,27,32,28,0
03/14,Ontario,27,32,28,0
03/15,Ontario,27,32,28,0
03/16,Ontario,28,34,30,0
03/17,Ontario,33,39,37,0
03/18,Ontario,33,39,37,0
03/19,Ontario,33,39,37,0
03/20,Ontario,33,39,37,0
03/21,Ontario,33,39,37,0
03/22,Ontario,33,39,37,0
03/23,Ontario,35,42,40,0
03/24,Ontario,35,42,40,0
03/25,Ontario,35,42,40,0
03/26,Ontario,35,42,40,0
03/27,Ontario,35,42,40,0
03/28,Ontario,35,42,40,0
03/29,Ontario,35,42,40,0
03/30,Ontario,41,49,49,0
03/31,Ontario,41,49,49,0
04/01,Ontario,41,49,49,0
04/02,Ontario,41,49,49,0
04/03,Ontario,41,49,49,0
04/04,Ontario,41,49,49,0
04/05,Ontario,41,49,49,0
04/06,Ontario,41,49,49,0
04/07,Ontario,41,49,49,0
04/08,Ontario,41,49,49,0
04/09,Ontario,41,49,49,0
04/10,Ontario,41,49,49,0
04/11,Ontario,41,49,49,0
04/12,Ontario,41,49,49,0
04/13,Ontario,41,49,49,0
04/14,Ontario,41,49,49,0
04/15,Ontario,41,49,49,0
04/16,Ontario,41,49,49,0
04/17,Ontario,41,49,49,0
04/18,Ontario,41,49,49,0
04/19,Ontario,41,49,49,0
04/20,Ontario,41,49,49,0
04/21,Ontario,41,49,49,0
04/22,Ontario,41,49,49,0
04/23,Ontario,41,49,49,0
04/24,Ontario,41,49,49,0
04/25,Ontario,41,49,49,0
04/26,Ontario,44,52,52,0
04/27,Ontario,44,52,52,0
04/28,Ontario,44,52,52,0
04/29,Ontario,44,52,52,0
04/30,Ontario,44,52,52,0
05/01,Ontario,44,52,52,0
05/02,Ontario,44,52,52,0
05/03,Ontario,44,52,52,0
05/04,Ontario,44,52,52,0
05/05,Ontario,44,52,52,0
05/06,Ontario,48,52,52,25
05/07,Ontario,48,52,52,25
05/08,Ontario,48,52,52,25
05/09,Ontario,48,52,52,25
05/10,Ontario,48,52,52,25
05/11,Ontario,48,52,52,25
05/12,Ontario,48,52,52,25
05/13,Ontario,48,52,52,25
05/14,Ontario,48,52,52,25
05/15,Ontario,48,52,52,25
05/16,Ontario,48,52,52,25
05/17,Ontario,48,52,52,25
05/18,Ontario,48,52,52,25
05/19,Ontario,48,52,52,25
05/20,Ontario,48,52,52,25
05/21,Ontario,48,52,52,25
05/22,Ontario,48,52,52,25
05/23,Ontario,48,52,52,25
05/24,Ontario,48,52,52,25
05/25,Ontario,48,52,52,25
05/26,Ontario,48,52,52,25
05/27,Ontario,48,52,52,25
05/28,Ontario,48,52,52,25
05/29,Ontario,48,52,52,25
05/30,Ontario,48,52,52,25
05/31,Ontario,48,52,52,25
06/01,Ontario,51,52,52,50
06/02,Ontario,51,52,52,50
06/03,Ontario,51,52,52,50
06/04,Ontario,51,52,52,50
06/05,Ontario,51,52,52,50
06/06,Ontario,51,52,52,50
06/07,Ontario,51,52,52,50
06/08,Ontario,51,52,52,50
06/09,Ontario,51,52,52,50
06/10,Ontario,51,52,52,50
06/11,Ontario,51,52,52,50
06/12,Ontario,51,52,52,50
06/13,Ontario,51,52,52,50
06/14,Ontario,51,52,52,50
06/15,Ontario,51,52,52,50
06/16,Ontario,51,52,52,50
06/17,Ontario,51,52,52,50
06/18,Ontario,51,52,52,50
06/19,Ontario,51,52,52,50
06/20,Ontario,51,52,52,50
06/21,Ontario,51,52,52,50
06/22,Ontario,51,52,52,50
06/23,Ontario,51,52,52,50
06/24,Ontario,51,52,52,50
06/25,Ontario,51,52,52,50
06/26,Ontario,51,52,52,50
06/27,Ontario,51,52,52,50
06/28,Ontario,51,52,52,50
06/29,Ontario,51,52,52,50
06/30,Ontario,51,52,52,50
07/01,Ontario,51,52,52,50
07/02,Ontario,51,52,52,50
07/03,Ontario,51,52,52,50
07/04,Ontario,51,52,52,50
07/05,Ontario,51,52,52,50
07/06,Ontario,51,52,52,50
07/07,Ontario,51,52,52,50
07/08,Ontario,51,52,52,50
07/09,Ontario,51,52,52,50
07/10,Ontario,51,52,52,50
07/11,Ontario,51,52,52,50
07/12,Ontario,51,52,52,50
07/13,Ontario,51,52,52,50
07/14,Ontario,51,52,52,50
07/15,Ontario,51,52,52,50
07/16,Ontario,51,52,52,50
07/17,Ontario,51,52,52,50
07/18,Ontario,51,52,52,50
07/19,Ontario,51,52,52,50
07/20,Ontario,51,52,52,50
07/21,Ontario,51,52,52,50
07/22,Ontario,51,52,52,50
07/23,Ontario,51,52,52,50
07/24,Ontario,51,52,52,50
07/25,Ontario,51,52,52,50
07/26,Ontario,51,52,52,50
07/27,Ontario,51,52,52,50
07/28,Ontario,51,52,52,50
07/29,Ontario,51,52,52,50
07/30,Ontario,51,52,52,50
07/31,Ontario,51,52,52,50
08/01,Ontario,51,52,52,50
08/02,Ontario,51,52,52,50
08/03,Ontario,51,52,52,50
08/04,Ontario,51,52,52,50
08/05,Ontario,51,52,52,50
08/06,Ontario,51,52,52,50
08/07,Ontario,51,52,52,50
08/08,Ontario,51,52,52,50
08/09,Ontario,51,52,52,50
08/10,Ontario,51,52,52,50
08/11,Ontario,51,52,52,50
08/12,Ontario,51,52,52,50
08/13,Ontario,51,52,52,50
08/14,Ontario,51,52,52,50
08/15,Ontario,51,52,52,50
08/16,Ontario,51,52,52,50
08/17,Ontario,51,52,52,50
08/18,Ontario,51,52,52,50
08/19,Ontario,51,52,52,50
